nodo_id_1,nodo_name_1,nodo_type_1,nodo_id_2,nodo_name_2,nodo_type_2,distanza
*/1133  [76],Svincolo 11 San Vitale,CASELLO,*/1134  [77],Svincolo 11bis Via Enrico Mattei,CASELLO,0.3
*/1134  [77],Svincolo 11bis Via Enrico Mattei,CASELLO,*/1135  [78],Svincolo 12 SS65 della Futa,CASELLO,1.3
*/1135  [78],Svincolo 12 SS65 della Futa,CASELLO,*/1136  [79],Svincolo 13 SS9 Via Emilia,CASELLO,1.1
*/1136  [79],Svincolo 13 SS9 Via Emilia,CASELLO,*/1696  [2456],Idice,CASELLO,0.3
*/1696  [2456],Idice,CASELLO,1/41  [297],Bologna San Lazzaro,ALLACCIAMENTO,0.2
*/1268  [2018],Foggia (Bivio Tangenziale Bari per/da Foggia),CASELLO,*/1153  [610],Bivio Tang. BA/Raccordo A14 BO-TA,ALLACCIAMENTO,0.1
*/1153  [610],Bivio Tang. BA/Raccordo A14 BO-TA,ALLACCIAMENTO,*/1269  [2019],Brindisi (Bivio Tangenziale Bari per/da Brindisi),CASELLO,0.1
1/505  [70760],Udine sud,ALLACCIAMENTO,*/1666  [1934],SS 676,CASELLO,0.3
*/1666  [1934],SS 676,CASELLO,*/5016  [1935],CC ANAS/Autovie Venete,CASELLO,1.9
*/5016  [1935],CC ANAS/Autovie Venete,CASELLO,*/1665  [2405],Basaldella/S.Osvaldo,CASELLO,0.1
*/1665  [2405],Basaldella/S.Osvaldo,CASELLO,*/1664  [2404],Cormor,CASELLO,1.9
*/1664  [2404],Cormor,CASELLO,*/1654  [2393],Viale Venezia,CASELLO,0.8
*/1654  [2393],Viale Venezia,CASELLO,*/1655  [2394],Viale Cadore,CASELLO,1.4
*/1655  [2394],Viale Cadore,CASELLO,*/1656  [2395],Via Martignacco,CASELLO,1.2
*/1656  [2395],Via Martignacco,CASELLO,*/1657  [2396],Via Spilimbergo,CASELLO,0.4
*/1657  [2396],Via Spilimbergo,CASELLO,*/1658  [2397],Udine Fiera,CASELLO,1.1
*/1658  [2397],Udine Fiera,CASELLO,*/1659  [2398],Via Pagnacco,CASELLO,1.9
*/1659  [2398],Via Pagnacco,CASELLO,*/1660  [2399],Feletto Umberto,CASELLO,0.7
*/1660  [2399],Feletto Umberto,CASELLO,*/1661  [2400],Bivio Tangenz. Udine/Raccordo A23,ALLACCIAMENTO,0.2
*/1661  [2400],Bivio Tangenz. Udine/Raccordo A23,ALLACCIAMENTO,*/1667  [2401],Via Michelangelo Buonarroti,CASELLO,0.2
*/1667  [2401],Via Michelangelo Buonarroti,CASELLO,*/1662  [2402],Zona Industriale Tavagnacco,CASELLO,0.6
*/1662  [2402],Zona Industriale Tavagnacco,CASELLO,*/1663  [2403],SS 13,CASELLO,0.8
*/1745  [2507],SR 62,CASELLO,*/1746  [2508],S. Lucia,CASELLO,1.0
*/1746  [2508],S. Lucia,CASELLO,*/1747  [2509],Alpo Zai,CASELLO,1.0
*/1747  [2509],Alpo Zai,CASELLO,*/1748  [2510],Vigasio,CASELLO,1.0
*/1748  [2510],Vigasio,CASELLO,*/3390  [3920],5 BIS,CASELLO,1.5
*/3390  [3920],5 BIS,CASELLO,*/1749  [2511],Borgo Roma,CASELLO,1.5
*/1749  [2511],Borgo Roma,CASELLO,*/1750  [2512],Bivio SS 434,CASELLO,2.0
*/1750  [2512],Bivio SS 434,CASELLO,*/1751  [2513],Ca' del Bue,CASELLO,2.0
*/1751  [2513],Ca' del Bue,CASELLO,*/1752  [2514],Nodo Tang. sud/Tang. est Verona,ALLACCIAMENTO,2.0
*/1752  [2514],Nodo Tang. sud/Tang. est Verona,ALLACCIAMENTO,*/1753  [2515],Bivio Raccordo Porcillana,ALLACCIAMENTO,1.3
*/1753  [2515],Bivio Raccordo Porcillana,ALLACCIAMENTO,*/1754  [2516],Vago,CASELLO,2.7
1/612  [925],Verona est,ALLACCIAMENTO,*/1752  [2514],Nodo Tang. est/Tang. sud Verona,ALLACCIAMENTO,0.3
*/1752  [2514],Nodo Tang. est/Tang. sud Verona,ALLACCIAMENTO,*/1755  [2517],Loc. Sorgente,CASELLO,0.7
*/1755  [2517],Loc. Sorgente,CASELLO,*/1756  [2518],Bivio SR 11,CASELLO,1.0
*/1756  [2518],Bivio SR 11,CASELLO,*/1757  [2519],Borgo Venezia,CASELLO,2.0
*/1757  [2519],Borgo Venezia,CASELLO,*/1758  [2520],Montorio,CASELLO,2.0
*/1758  [2520],Montorio,CASELLO,*/1759  [2521],Poiano,CASELLO,2.0
*/1797  [2555],INIZIO TANG.LE NORD DI PADOVA,ALLACCIAMENTO,*/1769  [2531],Loc. Via Reni,CASELLO,2.0
*/1769  [2531],Loc. Via Reni,CASELLO,*/1770  [2532],Bivio SS 308,CASELLO,3.0
*/1770  [2532],Bivio SS 308,CASELLO,*/1771  [2533],Rondò Busa di Vigonza,CASELLO,2.8
*/1771  [2533],Rondò Busa di Vigonza,CASELLO,*/1772  [2534],SR 515,CASELLO,0.1
*/1768  [2530],Inizio Tangenziale Limena,ALLACCIAMENTO,*/1773  [2535],Limena sud,CASELLO,1.0
*/1773  [2535],Limena sud,CASELLO,*/1774  [2536],Zona Industriale,CASELLO,1.5
*/1774  [2536],Zona Industriale,CASELLO,*/1775  [2537],Via Ceresara,CASELLO,3.0
*/1775  [2537],Via Ceresara,CASELLO,*/1776  [2538],SP 47 Bassano,CASELLO,0.75
*/1777  [2539],Inizio Tangenziale sud Vicenza,ALLACCIAMENTO,*/1778  [2540],Riviera Berica SS 247,CASELLO,5.0
*/1778  [2540],Riviera Berica SS 247,CASELLO,*/1779  [2541],Nodo Tang. sud VI/Viale Serenissima,ALLACCIAMENTO,3.0
*/1779  [2541],Nodo Tang. sud VI/Viale Serenissima,ALLACCIAMENTO,*/1780  [2542],Torri Quartesolo,CASELLO,2.85
*/1784  [2546],Loc. Monte Alto,CASELLO,*/1785  [2547],Nodo La Perla,ALLACCIAMENTO,0.1
*/1785  [2547],Nodo La Perla,ALLACCIAMENTO,*/1786  [2548],Lonato,CASELLO,0.9
*/1786  [2548],Lonato,CASELLO,*/1787  [2549],Bivio SP 25,CASELLO,1.0
*/1787  [2549],Bivio SP 25,CASELLO,*/1788  [2550],Loc. Sedena SP 78,CASELLO,2.0
*/1788  [2550],Loc. Sedena SP 78,CASELLO,*/1789  [2551],Via Monteroseo,CASELLO,2.65
*/1763  [2525],SS 45,CASELLO,*/1764  [2526],Bivio Tang. est/Tang. sud Brescia,CASELLO,0.1
*/1764  [2526],Bivio Tang. est/Tang. sud Brescia,CASELLO,*/1765  [2527],Raccordo Brescia est,ALLACCIAMENTO,0.9
*/1765  [2527],Raccordo Brescia est,ALLACCIAMENTO,*/1766  [2528],Loc. Macina,CASELLO,1.0
*/1766  [2528],Loc. Macina,CASELLO,*/1767  [2529],SS 236,CASELLO,2.25
*/1767  [2529],SS 236,CASELLO,*/1918  [2814],ALL. R68/T18,ALLACCIAMENTO,0.15
*/1897  [2693],Via Salaria (Bivio A24/Tangenziale Est Rm per/da Salaria),CASELLO,*/1161  [3930],Allacciamento A24,ALLACCIAMENTO,5.5
*/1161  [3930],Allacciamento A24,ALLACCIAMENTO,*/1898  [2694],Via Prenestina (Bivio A24/Tangenziale Est Rm per/da Prenestina),CASELLO,2.0
*/2281  [3035],ROTATORIA EX CASELLO SENIGALLI,CASELLO,*/2280  [3034],AL.SS16/CMPL SENIGALLIA SUD,CASELLO,4.04
1/437  [2105],NOVARA EST,ALLACCIAMENTO,*/2963  [3060],RACC.NOVARA-MALPENSA,ALLACCIAMENTO,0.5
*/2963  [3060],RACC.NOVARA-MALPENSA,ALLACCIAMENTO,*/2964  [3061],ROTATORIA CIM,CASELLO,0.5
*/2963  [3060],RACC.NOVARA-MALPENSA,ALLACCIAMENTO,*/2965  [3062],ROTATORIA PERNATE,CASELLO,3.8
*/2965  [3062],ROTATORIA PERNATE,CASELLO,*/2966  [3063],ROTATORIA PASQUA,ALLACCIAMENTO,1.4
*/2966  [3063],ROTATORIA PASQUA,ALLACCIAMENTO,*/2967  [3064],ROTATORIA GALLIATE,CASELLO,1.1
*/2967  [3064],ROTATORIA GALLIATE,CASELLO,*/2968  [3065],SVINCOLO S.S.341,CASELLO,2.3
*/2966  [3063],ROTATORIA PASQUA,ALLACCIAMENTO,*/2969  [3066],ROTATORIA ROMENTINO,CASELLO,1.5
*/2969  [3066],ROTATORIA ROMENTINO,CASELLO,*/2970  [3067],INNESTO S.P.4,CASELLO,0.3
*/1101  [426],Bivio SS 1 Aurelia,CASELLO,*/1871  [2663],Svincolo Montespaccato,CASELLO,2.3
*/1871  [2663],Svincolo Montespaccato,CASELLO,*/1470  [2197],Via Boccea,CASELLO,1.1
*/1470  [2197],Via Boccea,CASELLO,*/1872  [2664],Svincolo Casal del Marmo,CASELLO,1.4
*/1872  [2664],Svincolo Casal del Marmo,CASELLO,*/1873  [2665],Svincolo Trionfale,CASELLO,5.8
*/1873  [2665],Svincolo Trionfale,CASELLO,*/1102  [427],Bivio SS 2 Cassia,CASELLO,1.6
*/1102  [427],Bivio SS 2 Cassia,CASELLO,*/1874  [2666],Svincolo Ospedale S. Andrea,CASELLO,4.1
*/1874  [2666],Svincolo Ospedale S. Andrea,CASELLO,*/1471  [2198],Bivio SS 2bis Cassia bis,CASELLO,0.1
*/1471  [2198],Bivio SS 2bis Cassia bis,CASELLO,*/1103  [428],Bivio SS 3 Flaminia,CASELLO,1.7
*/1103  [428],Bivio SS 3 Flaminia,CASELLO,*/1472  [2199],Castel Giubileo,CASELLO,1.4
*/1472  [2199],Castel Giubileo,CASELLO,*/1104  [429],Bivio SS 4 Salaria,CASELLO,0.5
*/1104  [429],Bivio SS 4 Salaria,CASELLO,*/1473  [2215],Via Settebagni (Bivio Diramazione Roma Nord/G.R.A. per/da Ss4 Salaria),CASELLO,0.7
*/1473  [2215],Via Settebagni (Bivio Diramazione Roma Nord/G.R.A. per/da Ss4 Salaria),CASELLO,*/1140  [372],Bivio GRA/Diramazione Roma nord,ALLACCIAMENTO,0.4
*/1140  [372],Bivio GRA/Diramazione Roma nord,ALLACCIAMENTO,*/1901  [2712],BUFALOTTA (Bivio Diramazione Roma Nord/G.R.A. per/da Ss 6 Casilina),CASELLO,2.2
*/1901  [2712],BUFALOTTA (Bivio Diramazione Roma Nord/G.R.A. per/da Ss 6 Casilina),CASELLO,*/1105  [431],Bivio Nomentana,CASELLO,3.3
*/1105  [431],Bivio Nomentana,CASELLO,*/1474  [2200],Via S. Alessandro,CASELLO,1.7
*/1474  [2200],Via S. Alessandro,CASELLO,*/1475  [2201],Bivio SS 5 Tiburtina (Grande Raccordo Anulare per/da Ss4 Salaria),CASELLO,1.6
*/1475  [2201],Bivio SS 5 Tiburtina (Grande Raccordo Anulare per/da Ss4 Salaria),CASELLO,*/1152  [3922],Bivio GRA/A24 Roma-Teramo,ALLACCIAMENTO,1.6
*/1152  [3922],Bivio GRA/A24 Roma-Teramo,ALLACCIAMENTO,*/1476  [2202],La Rustica (Grande Raccordo Anulare per/da Ss 6 Casilina),CASELLO,1.3
*/1476  [2202],La Rustica (Grande Raccordo Anulare per/da Ss 6 Casilina),CASELLO,*/1477  [2203],Bivio Prenestina,CASELLO,1.8
*/1477  [2203],Bivio Prenestina,CASELLO,*/1478  [2204],Tor Bella Monaca,CASELLO,0.3
*/1478  [2204],Tor Bella Monaca,CASELLO,*/1106  [433],Bivio SS 6 Casilina (Bivio Diramazione Roma Sud/G.R.A. per/da Ss 6 Casilina),CASELLO,3.1
*/1106  [433],Bivio SS 6 Casilina (Bivio Diramazione Roma Sud/G.R.A. per/da Ss 6 Casilina),CASELLO,*/1141  [434],Bivio GRA/Diramazione Roma sud,ALLACCIAMENTO,1.4
*/1141  [434],Bivio GRA/Diramazione Roma sud,ALLACCIAMENTO,*/1479  [2205],La Romanina (Bivio Diramazione Roma Sud/G.R.A. per/da Strada Statale 7 Appia),CASELLO,0.4
*/1479  [2205],La Romanina (Bivio Diramazione Roma Sud/G.R.A. per/da Strada Statale 7 Appia),CASELLO,*/1480  [2206],Bivio SS 215 Tuscolana,CASELLO,1.1
*/1480  [2206],Bivio SS 215 Tuscolana,CASELLO,*/1481  [2207],Bivio SS 511 Anagnina,CASELLO,0.7
*/1481  [2207],Bivio SS 511 Anagnina,CASELLO,*/1899  [2695],SVINCOLO DI CIAMPINO,CASELLO,1.4
*/1899  [2695],SVINCOLO DI CIAMPINO,CASELLO,*/1107  [435],Bivio SS 7 Appia,CASELLO,1.4
*/1107  [435],Bivio SS 7 Appia,CASELLO,*/1482  [2208],Bivio Ardeatina,CASELLO,3.6
*/1482  [2208],Bivio Ardeatina,CASELLO,*/1483  [2209],Bivio Laurentina,CASELLO,4.6
*/1483  [2209],Bivio Laurentina,CASELLO,*/1108  [436],Bivio SS 148 Pontina,CASELLO,2.2
*/1108  [436],Bivio SS 148 Pontina,CASELLO,*/1484  [2210],Via Cristoforo Colombo,CASELLO,0.5
*/1484  [2210],Via Cristoforo Colombo,CASELLO,*/1485  [2211],Bivio SS 8 Ostiense,CASELLO,2.4
*/1485  [2211],Bivio SS 8 Ostiense,CASELLO,*/1875  [2667],SVINCOLO PARCO DEI MEDICI,CASELLO,2.2
*/1875  [2667],SVINCOLO PARCO DEI MEDICI,CASELLO,*/1109  [371],Bivio GRA/A Roma-Fiumicino,ALLACCIAMENTO,0.6
*/1109  [371],Bivio GRA/A Roma-Fiumicino,ALLACCIAMENTO,*/1486  [2212],Via della Magliana,CASELLO,0.6
*/1486  [2212],Via della Magliana,CASELLO,*/1487  [2213],Via della Pisana,CASELLO,3.4
*/1487  [2213],Via della Pisana,CASELLO,*/1488  [2214],Via di Pescaccio,CASELLO,1.5
*/1488  [2214],Via di Pescaccio,CASELLO,*/1900  [2696],GRA-AURELIA,CASELLO,2.2
*/1266  [2016],Roma EUR,CASELLO,*/1556  [2284],Parco dei Medici,CASELLO,4.5
*/1556  [2284],Parco dei Medici,CASELLO,*/1109  [371],Bivio A Roma-Fiumicino/GRA (Bivio A12/A91 Roma-Fiumicino per/da Roma),ALLACCIAMENTO,2.2
*/1109  [371],Bivio A Roma-Fiumicino/GRA (Bivio A12/A91 Roma-Fiumicino per/da Roma),ALLACCIAMENTO,*/1251  [14],Bivio A91 Roma-Fiumicino/A12,ALLACCIAMENTO,6.8
*/1251  [14],Bivio A91 Roma-Fiumicino/A12,ALLACCIAMENTO,*/1267  [2017],Aeroporto Fiumicino (Bivio A12/A91 Roma-Fiumicino per/da Fiumicino),CASELLO,4.9
*/1165  [173],Bivio Traforo Monte Bianco/RN205,ALLACCIAMENTO,25/391  [174],Piazzale Francese,CASELLO,0.1
25/391  [174],Piazzale Francese,CASELLO,25/390  [993],Piazzale Italiano,CASELLO,11.7
25/390  [993],Piazzale Italiano,CASELLO,*/1187  [994],La Palud,ALLACCIAMENTO,0.8
*/1241  [1032],Fine A32 Torino-Bardonecchia,ALLACCIAMENTO,1260,FREJUS,DISTRIBUTORE,0.1
1260,FREJUS,DISTRIBUTORE,*/1231  [1034],Bardonecchia Svincolo,CASELLO,0.0
*/1231  [1034],Bardonecchia Svincolo,CASELLO,*/193  [1035],Bardonecchia,CASELLO,0.1
*/193  [1035],Bardonecchia,CASELLO,*/194  [1036],Modane,CASELLO,13.4
*/194  [1036],Modane,CASELLO,*/1232  [1038],Autoporto Freney,CASELLO,0.4
*/1232  [1038],Autoporto Freney,CASELLO,*/1233  [1039],Modane-Replat,CASELLO,1.2
*/1233  [1039],Modane-Replat,CASELLO,*/1234  [1040],Autoporto Freney Svincolo,CASELLO,3.0
*/1234  [1040],Autoporto Freney Svincolo,CASELLO,*/1242  [1041],Piazzale Autoporto Freney,CASELLO,0.0
*/2815  [2924],INTERCONNESIONE D35/V35,ALLACCIAMENTO,*/2812  [2921],S.P.39,CASELLO,0.99
*/2812  [2921],S.P.39,CASELLO,*/2922  [2922],VIGNATE-LISCATE,CASELLO,3.15
*/2922  [2922],VIGNATE-LISCATE,CASELLO,*/2814  [2923],S.P.14 RIVOLTANA,CASELLO,0.75
1/5044  [70132],BIVIO A1-VARIANTE,ALLACCIAMENTO,1/94  [70130],BADIA,CASELLO,17.48
1/94  [70130],BADIA,CASELLO,25933,BADIA NUOVA OVEST,DISTRIBUTORE,0.42
25933,BADIA NUOVA OVEST,DISTRIBUTORE,1/95  [70131],Firenzuola,CASELLO,10.06
1/95  [70131],Firenzuola,CASELLO,1/5045  [70133],Aglio km 255,ALLACCIAMENTO,5.01
1/5045  [70133],Aglio km 255,ALLACCIAMENTO,1/95  [70131],Firenzuola,CASELLO,5.01
1/95  [70131],Firenzuola,CASELLO,1/94  [70130],BADIA,CASELLO,10.48
1/94  [70130],BADIA,CASELLO,1/5044  [70132],BIVIO A1-VARIANTE,ALLACCIAMENTO,17.48
*/2814  [2923],S.P.14 RIVOLTANA,CASELLO,*/2922  [2922],VIGNATE-LISCATE,CASELLO,0.75
*/2922  [2922],VIGNATE-LISCATE,CASELLO,*/2812  [2921],S.P.39,CASELLO,3.15
*/2812  [2921],S.P.39,CASELLO,*/2815  [2924],INTERCONNESIONE D35/V35,ALLACCIAMENTO,0.99
*/1242  [1041],Piazzale Autoporto Freney,CASELLO,*/1234  [1040],Autoporto Freney Svincolo,CASELLO,0.0
*/1234  [1040],Autoporto Freney Svincolo,CASELLO,*/1233  [1039],Modane-Replat,CASELLO,3.0
*/1233  [1039],Modane-Replat,CASELLO,*/1232  [1038],Autoporto Freney,CASELLO,1.2
*/1232  [1038],Autoporto Freney,CASELLO,*/194  [1036],Modane,CASELLO,0.4
*/194  [1036],Modane,CASELLO,*/193  [1035],Bardonecchia,CASELLO,13.4
*/193  [1035],Bardonecchia,CASELLO,*/1231  [1034],Bardonecchia Svincolo,CASELLO,0.1
*/1231  [1034],Bardonecchia Svincolo,CASELLO,*/1241  [1032],Fine A32 Torino-Bardonecchia,ALLACCIAMENTO,0.1
*/1187  [994],La Palud,ALLACCIAMENTO,25/390  [993],Piazzale Italiano,CASELLO,0.8
25/390  [993],Piazzale Italiano,CASELLO,25/391  [174],Piazzale Francese,CASELLO,11.7
25/391  [174],Piazzale Francese,CASELLO,*/1165  [173],Bivio Traforo Monte Bianco/RN205,ALLACCIAMENTO,0.1
*/1267  [2017],Aeroporto Fiumicino (Bivio A12/A91 Roma-Fiumicino per/da Fiumicino),CASELLO,*/1251  [14],Bivio A91 Roma-Fiumicino/A12,ALLACCIAMENTO,4.9
*/1251  [14],Bivio A91 Roma-Fiumicino/A12,ALLACCIAMENTO,*/1109  [371],Bivio A Roma-Fiumicino/GRA (Bivio A12/A91 Roma-Fiumicino per/da Roma),ALLACCIAMENTO,6.8
*/1109  [371],Bivio A Roma-Fiumicino/GRA (Bivio A12/A91 Roma-Fiumicino per/da Roma),ALLACCIAMENTO,*/1556  [2284],Parco dei Medici,CASELLO,2.2
*/1556  [2284],Parco dei Medici,CASELLO,*/1266  [2016],Roma EUR,CASELLO,4.5
*/1900  [2696],GRA-AURELIA,CASELLO,*/1488  [2214],Via di Pescaccio,CASELLO,2.2
*/1488  [2214],Via di Pescaccio,CASELLO,*/1487  [2213],Via della Pisana,CASELLO,1.5
*/1487  [2213],Via della Pisana,CASELLO,*/1486  [2212],Via della Magliana,CASELLO,3.4
*/1486  [2212],Via della Magliana,CASELLO,*/1109  [371],Bivio GRA/A Roma-Fiumicino,ALLACCIAMENTO,0.6
*/1109  [371],Bivio GRA/A Roma-Fiumicino,ALLACCIAMENTO,*/1875  [2667],SVINCOLO PARCO DEI MEDICI,CASELLO,0.6
*/1875  [2667],SVINCOLO PARCO DEI MEDICI,CASELLO,*/1485  [2211],Bivio SS 8 Ostiense,CASELLO,2.2
*/1485  [2211],Bivio SS 8 Ostiense,CASELLO,*/1484  [2210],Via Cristoforo Colombo,CASELLO,2.4
*/1484  [2210],Via Cristoforo Colombo,CASELLO,*/1108  [436],Bivio SS 148 Pontina,CASELLO,0.5
*/1108  [436],Bivio SS 148 Pontina,CASELLO,*/1483  [2209],Bivio Laurentina,CASELLO,2.2
*/1483  [2209],Bivio Laurentina,CASELLO,*/1482  [2208],Bivio Ardeatina,CASELLO,4.6
*/1482  [2208],Bivio Ardeatina,CASELLO,*/1107  [435],Bivio SS 7 Appia,CASELLO,3.6
*/1107  [435],Bivio SS 7 Appia,CASELLO,*/1899  [2695],SVINCOLO DI CIAMPINO,CASELLO,1.4
*/1899  [2695],SVINCOLO DI CIAMPINO,CASELLO,*/1481  [2207],Bivio SS 511 Anagnina,CASELLO,1.4
*/1481  [2207],Bivio SS 511 Anagnina,CASELLO,*/1480  [2206],Bivio SS 215 Tuscolana,CASELLO,0.7
*/1480  [2206],Bivio SS 215 Tuscolana,CASELLO,*/1479  [2205],La Romanina (Bivio Diramazione Roma Sud/G.R.A. per/da Strada Statale 7 Appia),CASELLO,1.1
*/1479  [2205],La Romanina (Bivio Diramazione Roma Sud/G.R.A. per/da Strada Statale 7 Appia),CASELLO,*/1141  [434],Bivio GRA/Diramazione Roma sud,ALLACCIAMENTO,0.4
*/1141  [434],Bivio GRA/Diramazione Roma sud,ALLACCIAMENTO,*/1106  [433],Bivio SS 6 Casilina (Bivio Diramazione Roma Sud/G.R.A. per/da Ss 6 Casilina),CASELLO,1.4
*/1106  [433],Bivio SS 6 Casilina (Bivio Diramazione Roma Sud/G.R.A. per/da Ss 6 Casilina),CASELLO,*/1478  [2204],Tor Bella Monaca,CASELLO,3.1
*/1478  [2204],Tor Bella Monaca,CASELLO,*/1477  [2203],Bivio Prenestina,CASELLO,0.3
*/1477  [2203],Bivio Prenestina,CASELLO,*/1476  [2202],La Rustica (Grande Raccordo Anulare per/da Ss 6 Casilina),CASELLO,1.8
*/1476  [2202],La Rustica (Grande Raccordo Anulare per/da Ss 6 Casilina),CASELLO,*/1152  [3922],Bivio GRA/A24 Roma-Teramo,ALLACCIAMENTO,1.3
*/1152  [3922],Bivio GRA/A24 Roma-Teramo,ALLACCIAMENTO,*/1475  [2201],Bivio SS 5 Tiburtina (Grande Raccordo Anulare per/da Ss4 Salaria),CASELLO,1.6
*/1475  [2201],Bivio SS 5 Tiburtina (Grande Raccordo Anulare per/da Ss4 Salaria),CASELLO,*/1474  [2200],Via S. Alessandro,CASELLO,1.6
*/1474  [2200],Via S. Alessandro,CASELLO,*/1105  [431],Bivio Nomentana,CASELLO,1.7
*/1105  [431],Bivio Nomentana,CASELLO,*/1901  [2712],BUFALOTTA (Bivio Diramazione Roma Nord/G.R.A. per/da Ss 6 Casilina),CASELLO,3.3
*/1901  [2712],BUFALOTTA (Bivio Diramazione Roma Nord/G.R.A. per/da Ss 6 Casilina),CASELLO,*/1140  [372],Bivio GRA/Diramazione Roma nord,ALLACCIAMENTO,2.2
*/1140  [372],Bivio GRA/Diramazione Roma nord,ALLACCIAMENTO,*/1473  [2215],Via Settebagni (Bivio Diramazione Roma Nord/G.R.A. per/da Ss4 Salaria),CASELLO,0.4
*/1473  [2215],Via Settebagni (Bivio Diramazione Roma Nord/G.R.A. per/da Ss4 Salaria),CASELLO,*/1104  [429],Bivio SS 4 Salaria,CASELLO,0.7
*/1104  [429],Bivio SS 4 Salaria,CASELLO,*/1472  [2199],Castel Giubileo,CASELLO,0.5
*/1472  [2199],Castel Giubileo,CASELLO,*/1103  [428],Bivio SS 3 Flaminia,CASELLO,1.4
*/1103  [428],Bivio SS 3 Flaminia,CASELLO,*/1471  [2198],Bivio SS 2bis Cassia bis,CASELLO,1.7
*/1471  [2198],Bivio SS 2bis Cassia bis,CASELLO,*/1874  [2666],Svincolo Ospedale S. Andrea,CASELLO,0.1
*/1874  [2666],Svincolo Ospedale S. Andrea,CASELLO,*/1102  [427],Bivio SS 2 Cassia,CASELLO,4.1
*/1102  [427],Bivio SS 2 Cassia,CASELLO,*/1873  [2665],Svincolo Trionfale,CASELLO,1.6
*/1873  [2665],Svincolo Trionfale,CASELLO,*/1872  [2664],Svincolo Casal del Marmo,CASELLO,5.8
*/1872  [2664],Svincolo Casal del Marmo,CASELLO,*/1470  [2197],Via Boccea,CASELLO,1.4
*/1470  [2197],Via Boccea,CASELLO,*/1871  [2663],Svincolo Montespaccato,CASELLO,1.1
*/1871  [2663],Svincolo Montespaccato,CASELLO,*/1101  [426],Bivio SS 1 Aurelia,CASELLO,2.3
*/2970  [3067],INNESTO S.P.4,CASELLO,*/2969  [3066],ROTATORIA ROMENTINO,CASELLO,0.3
*/2969  [3066],ROTATORIA ROMENTINO,CASELLO,*/2966  [3063],ROTATORIA PASQUA,ALLACCIAMENTO,1.5
*/2968  [3065],SVINCOLO S.S.341,CASELLO,*/2967  [3064],ROTATORIA GALLIATE,CASELLO,2.3
*/2967  [3064],ROTATORIA GALLIATE,CASELLO,*/2966  [3063],ROTATORIA PASQUA,ALLACCIAMENTO,1.1
*/2966  [3063],ROTATORIA PASQUA,ALLACCIAMENTO,*/2965  [3062],ROTATORIA PERNATE,CASELLO,1.4
*/2965  [3062],ROTATORIA PERNATE,CASELLO,*/2963  [3060],RACC.NOVARA-MALPENSA,ALLACCIAMENTO,3.8
*/2964  [3061],ROTATORIA CIM,CASELLO,*/2963  [3060],RACC.NOVARA-MALPENSA,ALLACCIAMENTO,0.5
*/2963  [3060],RACC.NOVARA-MALPENSA,ALLACCIAMENTO,1/437  [2105],NOVARA EST,ALLACCIAMENTO,0.5
*/2280  [3034],AL.SS16/CMPL SENIGALLIA SUD,CASELLO,*/2281  [3035],ROTATORIA EX CASELLO SENIGALLI,CASELLO,4.04
*/1898  [2694],Via Prenestina (Bivio A24/Tangenziale Est Rm per/da Prenestina),CASELLO,*/1161  [3930],Allacciamento A24,ALLACCIAMENTO,2.0
*/1161  [3930],Allacciamento A24,ALLACCIAMENTO,*/1897  [2693],Via Salaria (Bivio A24/Tangenziale Est Rm per/da Salaria),CASELLO,5.5
*/1918  [2814],ALL. R68/T18,ALLACCIAMENTO,*/1767  [2529],SS 236,CASELLO,0.15
*/1767  [2529],SS 236,CASELLO,*/1766  [2528],Loc. Macina,CASELLO,2.25
*/1766  [2528],Loc. Macina,CASELLO,*/1765  [2527],Raccordo Brescia est,ALLACCIAMENTO,1.0
*/1765  [2527],Raccordo Brescia est,ALLACCIAMENTO,*/1764  [2526],Bivio Tang. est/Tang. sud Brescia,CASELLO,0.9
*/1764  [2526],Bivio Tang. est/Tang. sud Brescia,CASELLO,*/1763  [2525],SS 45,CASELLO,0.1
*/1789  [2551],Via Monteroseo,CASELLO,*/1788  [2550],Loc. Sedena SP 78,CASELLO,2.65
*/1788  [2550],Loc. Sedena SP 78,CASELLO,*/1787  [2549],Bivio SP 25,CASELLO,2.0
*/1787  [2549],Bivio SP 25,CASELLO,*/1786  [2548],Lonato,CASELLO,1.0
*/1786  [2548],Lonato,CASELLO,*/1785  [2547],Nodo La Perla,ALLACCIAMENTO,0.9
*/1785  [2547],Nodo La Perla,ALLACCIAMENTO,*/1784  [2546],Loc. Monte Alto,CASELLO,0.1
*/1780  [2542],Torri Quartesolo,CASELLO,*/1779  [2541],Nodo Tang. sud VI/Viale Serenissima,ALLACCIAMENTO,2.85
*/1779  [2541],Nodo Tang. sud VI/Viale Serenissima,ALLACCIAMENTO,*/1778  [2540],Riviera Berica SS 247,CASELLO,3.0
*/1778  [2540],Riviera Berica SS 247,CASELLO,*/1777  [2539],Inizio Tangenziale sud Vicenza,ALLACCIAMENTO,5.0
*/1776  [2538],SP 47 Bassano,CASELLO,*/1775  [2537],Via Ceresara,CASELLO,0.75
*/1775  [2537],Via Ceresara,CASELLO,*/1774  [2536],Zona Industriale,CASELLO,3.0
*/1774  [2536],Zona Industriale,CASELLO,*/1773  [2535],Limena sud,CASELLO,1.5
